,Location,Year,Avg_MinTemp,Avg_MaxTemp,Avg_Rainfall,Avg_Evaporation,Avg_Sunshine,Avg_WindSpeed,RainyDays_Percent,HeavyRain_Percent,Rainfall_std,Avg_TempRange,TempRange_std
36,AliceSprings,2014,13.240934065934065,29.7013698630137,0.6887671232876712,9.01340782122905,9.648011363636364,40.73424657534247,0.09315068493150686,0.010958904109589041,3.3797083337019154,16.446153846153845,4.849982140600618
37,AliceSprings,2015,12.675616438356165,29.135714285714286,0.9567123287671233,8.962777777777777,9.718413597733711,39.487671232876714,0.0821917808219178,0.019178082191780823,6.096368053787245,16.49615384615385,4.8270857166836265
38,AliceSprings,2016,13.704696132596686,29.37292817679558,0.9894444444444445,10.44113475177305,10.22079207920792,39.72346368715084,0.16574585635359115,0.0055248618784530384,4.054228470711377,15.668232044198893,5.101600603891843
39,AliceSprings,2017,14.109356725146197,31.248538011695906,0.2862275449101796,15.894594594594595,,38.773809523809526,0.05847953216374269,0.005847953216374269,2.1706119332526654,17.139181286549707,4.475704009939545
40,BadgerysCreek,2009,10.964406779661017,24.56323119777159,1.6056497175141242,,,37.71587743732591,0.3426183844011142,0.022284122562674095,5.15211903943429,13.618361581920903,5.413149096752803
41,BadgerysCreek,2010,11.232121212121212,23.291591591591594,2.596091205211726,,,35.91489361702128,0.35735735735735735,0.04504504504504504,6.529789782683169,12.016969696969698,4.420175136367451
42,BadgerysCreek,2011,10.921385542168675,23.426506024096387,2.148936170212766,,,32.903030303030306,0.39759036144578314,0.030120481927710843,5.88216147006674,12.50512048192771,4.795038124966404
43,BadgerysCreek,2012,9.847289156626507,22.949397590361446,2.602424242424242,,,32.20180722891566,0.34036144578313254,0.030120481927710843,8.999209364226031,13.102108433734939,4.95168454478947
44,BadgerysCreek,2013,10.651197604790418,24.298502994011976,2.2646525679758307,,,32.92215568862275,0.281437125748503,0.03293413173652695,8.913485941052999,13.647305389221556,5.244929647913538
45,BadgerysCreek,2014,11.62090395480226,24.354084507042256,1.9770773638968482,,,33.22096317280453,0.30422535211267604,0.028169014084507043,6.078106702652167,12.744915254237288,4.87924315157326
46,BadgerysCreek,2015,11.334357541899442,23.593296089385476,2.300845070422535,,,31.74576271186441,0.33519553072625696,0.030726256983240222,7.540420222835458,12.258938547486032,4.838109220650864
47,BadgerysCreek,2016,11.1328530259366,24.670893371757924,1.9097701149425288,,,33.25648414985591,0.27793696275071633,0.022922636103151862,9.098780166778921,13.527246376811593,4.761425635412556
48,BadgerysCreek,2017,13.713714285714286,25.873714285714282,2.8735632183908044,,,31.413793103448278,0.37714285714285717,0.04,7.658196104625761,12.16,4.888774380407499
49,Ballarat,2008,8.770967741935483,21.37741935483871,2.690322580645161,,,45.87096774193548,0.5161290322580645,0.03225806451612903,9.69575009436986,12.606451612903227,4.325654901004083
50,Ballarat,2009,7.252328767123287,18.83178082191781,1.515068493150685,,,45.852777777777774,0.4438356164383562,0.005479452054794521,3.954871499867048,11.57945205479452,5.4084579393158645
51,Ballarat,2010,7.3730769230769235,17.545604395604396,2.420936639118457,,,43.30027548209367,0.4945054945054945,0.024725274725274724,6.362077061357269,10.172527472527474,4.73061224545767
52,Ballarat,2011,7.346951219512196,17.330091185410335,1.8544891640866874,,,44.606918238993714,0.44984802431610943,0.0182370820668693,5.068132378861548,9.970121951219511,4.3614544592799485
53,Ballarat,2012,6.832835820895522,17.36089552238806,1.7892537313432835,,,44.84036144578313,0.4835820895522388,0.005970149253731343,4.668829404067997,10.528059701492538,4.544693634993013
